year,tag,number,year_total
2008,ip-address,31,58390
2008,ipc,43,58390
2008,iphone,628,58390
2008,iphone-sdk-3.0,1,58390
2008,iptables,10,58390
2008,ipv6,8,58390
2008,ipython,4,58390
2008,iqueryable,7,58390
2008,irc,5,58390
2008,ireport,2,58390
2008,ironpython,27,58390
2008,itemscontrol,4,58390
2008,iteration,24,58390
2008,iterator,63,58390
2008,itext,7,58390
2008,itextsharp,3,58390
2008,itunes,13,58390
2008,itunesconnect,2,58390
2008,ivy,3,58390
2008,jailbreak,1,58390
2008,jar,49,58390
2008,jasper-reports,14,58390
2008,java,4315,58390
2008,java.util.scanner,2,58390
2008,java-2d,7,58390
2008,java-7,2,58390
2008,javabeans,15,58390
2008,javac,9,58390
2008,javadoc,27,58390
2008,java-ee,176,58390
2008,javafx,26,58390
2008,java-io,5,58390
2008,javamail,5,58390
2008,java-me,74,58390
2008,javascript,2736,58390
2008,javascript-events,30,58390
2008,javascript-objects,4,58390
2008,java-web-start,11,58390
2008,jaxb,21,58390
2008,jax-rs,3,58390
2008,jax-ws,12,58390
2008,jboss,64,58390
2008,jbpm,3,58390
2008,jbutton,7,58390
2008,jcombobox,5,58390
2008,jdbc,112,58390
2008,jdbctemplate,1,58390
2008,jdeveloper,1,58390
2008,jena,2,58390
2008,jenkins,1,58390
2008,jersey,1,58390
2008,jetty,15,58390
2008,jface,2,58390
2008,jfilechooser,8,58390
2008,jframe,8,58390
2008,jfreechart,4,58390
2008,jinja2,1,58390
2008,jira,11,58390
2008,jit,13,58390
2008,jlabel,4,58390
2008,jlist,2,58390
2008,jmeter,4,58390
2008,jms,31,58390
2008,jmx,20,58390
2008,jna,2,58390
2008,jndi,20,58390
2008,jni,35,58390
2008,jnlp,5,58390
2008,jobs,2,58390
2008,jodatime,3,58390
2008,jogl,4,58390
2008,join,77,58390
2008,joomla,19,58390
2008,joomla1.5,2,58390
2008,joptionpane,2,58390
2008,jpa,76,58390
2008,jpa-2.0,1,58390
2008,jpanel,10,58390
2008,jpeg,29,58390
2008,jqgrid,2,58390
2008,jquery,950,58390
2008,jquery-animate,7,58390
2008,jquery-plugins,21,58390
2008,jquery-selectors,16,58390
2008,jquery-ui,36,58390
2008,jquery-ui-datepicker,4,58390
2008,jquery-ui-dialog,7,58390
2008,jquery-ui-draggable,3,58390
2008,jquery-ui-sortable,4,58390
2008,jquery-ui-tabs,5,58390
2008,jquery-validate,8,58390
2008,jruby,14,58390
2008,jsch,1,58390
2008,jscrollpane,4,58390
2008,jsf,85,58390
2008,json,167,58390
2008,json.net,4,58390
2008,jsonp,8,58390
2008,jsonschema,1,58390
2008,jsp,219,58390
2008,jsp-tags,28,58390
2008,jstl,37,58390
2008,jtable,19,58390
2008,jtextarea,1,58390
2008,jtextfield,6,58390
2008,jtree,3,58390
2008,junit,73,58390
2008,junit4,3,58390
2008,jvm,69,58390
2008,jwplayer,1,58390
2008,jython,40,58390
2008,kerberos,19,58390
2008,kernel,44,58390
2008,kernel-module,4,58390
2008,key,27,58390
2008,key-bindings,2,58390
2008,keyboard,70,58390
2008,keyboard-events,4,58390
2008,keyboard-shortcuts,83,58390
2008,keychain,2,58390
2008,keydown,4,58390
2008,keylistener,4,58390
2008,keypress,10,58390
2008,keystore,5,58390
2008,key-value,1,58390
2008,key-value-observing,9,58390
2008,keyword,11,58390
2008,kill,13,58390
2008,kml,7,58390
2008,kohana,5,58390
2008,ksh,25,58390
2008,label,18,58390
2008,labels,1,58390
2008,lag,1,58390
2008,lambda,95,58390
2008,lamp,30,58390
2008,landscape,3,58390
2008,language-agnostic,664,58390
2008,language-design,33,58390
2008,large-files,19,58390
2008,latex,32,58390
2008,latitude-longitude,13,58390
2008,layer,1,58390
2008,layout,98,58390
2008,layout-manager,2,58390
2008,lazarus,1,58390
2008,lazy-evaluation,4,58390
2008,lazy-loading,17,58390
2008,ld,7,58390
2008,ldap,61,58390
2008,left-join,9,58390
2008,legend,2,58390
2008,lex,4,58390
2008,libcurl,5,58390
2008,libraries,5,58390
2008,libreoffice,2,58390
2008,libxml2,2,58390
2008,licensing,67,58390
2008,lifecycle,8,58390
2008,liferay,1,58390
2008,lift,1,58390
2008,lightbox,5,58390
2008,limit,10,58390
2008,line,7,58390
2008,linear-algebra,7,58390
2008,linear-programming,4,58390
2008,line-breaks,11,58390
2008,lines,5,58390
2008,linkedin,2,58390
2008,linked-list,24,58390
2008,linked-server,8,58390
2008,linker,88,58390
2008,linker-errors,4,58390
2008,linq,566,58390
2008,linq-to-entities,47,58390
2008,linq-to-objects,29,58390
2008,linq-to-sql,404,58390
2008,linq-to-xml,49,58390
2008,linux,860,58390
2008,linux-device-driver,1,58390
2008,linux-kernel,4,58390
2008,lisp,109,58390
2008,list,159,58390
2008,listbox,58,58390
2008,list-comprehension,12,58390
2008,listener,7,58390
2008,listview,103,58390
2008,literals,13,58390
2008,live,2,58390
2008,llvm,1,58390
2008,load,15,58390
2008,load-balancing,34,58390
2008,loader,3,58390
2008,loading,16,58390
2008,load-testing,15,58390
2008,local,7,58390
2008,locale,28,58390
2008,localhost,17,58390
2008,localization,115,58390
2008,location,10,58390
2008,locking,92,58390
2008,log4j,32,58390
2008,log4net,54,58390
2008,logback,3,58390
2008,logging,254,58390
2008,logic,24,58390
2008,logical-operators,3,58390
2008,login,48,58390
2008,logout,2,58390
2008,long-integer,8,58390
2008,lookup,11,58390
2008,loops,76,58390
2008,lotus-domino,5,58390
2008,lotus-notes,18,58390
2008,lua,39,58390
2008,lucene,64,58390
2008,lucene.net,28,58390
2008,lwjgl,2,58390
2008,lxml,2,58390
2008,machine-learning,9,58390
2008,macos,516,58390
2008,macos-sierra,1,58390
2008,macports,2,58390
2008,macros,61,58390
2008,magento,5,58390
2008,main,5,58390
2008,makefile,79,58390
2008,malloc,24,58390
2008,mamp,8,58390
2008,manifest,12,58390
2008,many-to-many,19,58390
2008,map,27,58390
2008,mapping,44,58390
2008,mapreduce,9,58390
2008,maps,29,58390
2008,margin,6,58390
2008,markdown,27,58390
2008,marklogic,1,58390
2008,markup,23,58390
2008,marshalling,21,58390
2008,mask,2,58390
2008,masm,4,58390
2008,master-pages,60,58390
2008,match,2,58390
2008,matching,6,58390
2008,math,208,58390
2008,mathematical-optimization,8,58390
2008,matlab,59,58390
2008,matplotlib,4,58390
2008,matrix,18,58390
2008,maven,6,58390
2008,maven-2,119,58390
2008,maven-3,1,58390
2008,maven-plugin,12,58390
2008,max,11,58390
2008,maya,1,58390
2008,md5,19,58390
2008,mdx,17,58390
2008,mean,1,58390
2008,mechanize,3,58390
2008,media,20,58390
2008,mediawiki,21,58390
2008,mef,10,58390
2008,member,6,58390
2008,memcached,42,58390
2008,memcpy,2,58390
2008,memory,230,58390
2008,memory-address,2,58390
2008,memory-leaks,88,58390
2008,memory-management,148,58390
2008,menu,49,58390
2008,menuitem,4,58390
2008,mercurial,52,58390
2008,merge,90,58390
2008,mergesort,2,58390
2008,mesh,4,58390
2008,message,9,58390
2008,messagebox,8,58390
2008,message-queue,25,58390
2008,messaging,37,58390
2008,metadata,40,58390
2008,metaprogramming,42,58390
2008,meta-tags,3,58390
2008,method-overloading,3,58390
2008,methods,76,58390
2008,metrics,33,58390
2008,mex,3,58390
2008,mfc,237,58390
2008,microcontroller,17,58390
2008,microsoft-dynamics,11,58390
2008,middleware,9,58390
2008,midi,8,58390
2008,migration,97,58390
2008,mime,31,58390
2008,mime-types,30,58390
2008,min,3,58390
2008,mingw,17,58390
2008,minify,8,58390
2008,mips,5,58390
2008,mixins,4,58390
2008,mmap,3,58390
2008,mobile,108,58390
2008,mobile-safari,10,58390
2008,mobile-website,12,58390
2008,mocha,1,58390
2008,mocking,112,58390
2008,modal-dialog,30,58390
2008,model,48,58390
2008,model-binding,4,58390
2008,modeling,28,58390
2008,models,1,58390
2008,model-view-controller,191,58390
2008,mod-rewrite,92,58390
2008,module,67,58390
2008,modulo,7,58390
2008,mod-wsgi,6,58390
2008,monads,7,58390
2008,mongodb,1,58390
2008,monitor,21,58390
2008,monitoring,74,58390
2008,mono,83,58390
2008,monodevelop,1,58390
2008,moodle,2,58390
2008,mootools,26,58390
2008,moq,14,58390
2008,mount,5,58390
2008,mouse,46,58390
2008,mouseevent,4,58390
2008,mouselistener,1,58390
2008,mouseover,6,58390
2008,move,3,58390
2008,mp3,46,58390
2008,mp4,1,58390
2008,mpi,5,58390
2008,mpmovieplayercontroller,1,58390
2008,ms-access,333,58390
2008,ms-access-2007,17,58390
2008,msbuild,142,58390
2008,mschart,1,58390
2008,msmq,41,58390
2008,ms-office,92,58390
2008,mstest,40,58390
2008,ms-word,131,58390
2008,multicast,15,58390
2008,multicore,35,58390
2008,multidimensional-array,21,58390
2008,multilanguage,12,58390
2008,multiline,10,58390
2008,multilingual,17,58390
2008,multipart,2,58390
2008,multipartform-data,7,58390
2008,multiplayer,2,58390
2008,multiple-columns,1,58390
2008,multiple-inheritance,20,58390
2008,multiplication,2,58390
2008,multiprocessing,5,58390
2008,multi-select,1,58390
2008,multi-tenant,6,58390
2008,multithreading,599,58390
2008,multi-touch,2,58390
2008,music,23,58390
2008,mutex,25,58390
2008,mvp,34,58390
2008,mvvm,18,58390
2008,mxml,25,58390
2008,mysql,1154,58390
2008,mysql-connector,1,58390
2008,mysqldump,8,58390
2008,mysqli,16,58390
2008,mysql-python,1,58390
2008,mysql-workbench,4,58390
2008,nagios,3,58390
2008,named-pipes,11,58390
2008,namespaces,94,58390
2008,naming,37,58390
2008,naming-conventions,86,58390
2008,nan,4,58390
2008,nant,75,58390
2008,nasm,3,58390
2008,native,27,58390
2008,naudio,1,58390
2008,navigation,38,58390
2008,ncurses,6,58390
2008,nested,22,58390
2008,nested-forms,2,58390
2008,nested-lists,2,58390
2008,nested-loops,3,58390
2008,netbeans,86,58390
2008,netsuite,1,58390
2008,networking,316,58390
2008,network-programming,48,58390
2008,network-protocols,14,58390
2008,neural-network,10,58390
2008,newline,22,58390
2008,new-operator,12,58390
2008,nexus,3,58390
2008,nfc,1,58390
2008,nginx,17,58390
2008,nhibernate,279,58390
2008,nhibernate-mapping,25,58390
2008,ninject,3,58390
2008,nio,8,58390
2008,nlog,4,58390
2008,nlp,47,58390
2008,nltk,2,58390
2008,noclassdeffounderror,2,58390
2008,node.js,1,58390
2008,nodes,1,58390
2008,nonblocking,4,58390
2008,normalization,19,58390
2008,nosql,4,58390
2008,notepad++,15,58390
2008,notifications,13,58390
2008,nsdata,1,58390
2008,nsdate,3,58390
2008,nsdateformatter,1,58390
2008,nservicebus,1,58390
2008,nsis,14,58390
2008,nsmanagedobject,1,58390
2008,nsmanagedobjectcontext,1,58390
2008,nsstring,2,58390
2008,nstableview,1,58390
2008,nstimer,1,58390
2008,nsurlconnection,1,58390
2008,nsurlrequest,1,58390
2008,nsuserdefaults,1,58390
2008,nswindow,1,58390
2008,ntlm,10,58390
2008,null,74,58390
2008,nullable,30,58390
2008,nullpointerexception,10,58390
2008,nullreferenceexception,3,58390
2008,number-formatting,4,58390
2008,numbers,33,58390
2008,numeric,5,58390
2008,numpy,12,58390
2008,nunit,88,58390
2008,nutch,3,58390
2008,nvidia,5,58390
2008,oauth,4,58390
2008,obfuscation,43,58390
2008,object,76,58390
2008,object-detection,2,58390
2008,objective-c,391,58390
2008,observablecollection,6,58390
2008,observer-pattern,7,58390
2008,ocaml,19,58390
2008,ocr,12,58390
2008,octave,5,58390
2008,odbc,82,58390
2008,odp.net,8,58390
2008,office-interop,7,58390
2008,offline,16,58390
2008,offset,1,58390
2008,olap,26,58390
2008,ole,18,58390
2008,oledb,40,58390
2008,onchange,2,58390
2008,onclick,10,58390
2008,onedrive,1,58390
2008,one-to-many,2,58390
2008,one-to-one,4,58390
2008,onload,7,58390
2008,ontology,6,58390
2008,oop,531,58390
2008,opacity,3,58390
2008,opencl,1,58390
2008,opencv,14,58390
2008,openfire,3,58390
2008,opengl,126,58390
2008,opengl-es,24,58390
2008,openid,70,58390
2008,openjpa,1,58390
2008,openldap,2,58390
2008,openmp,3,58390
2008,open-source,225,58390
2008,openssl,31,58390
2008,openxml,16,58390
2008,opera,9,58390
2008,operating-system,98,58390
2008,operator-keyword,2,58390
2008,operator-overloading,19,58390
2008,operators,40,58390
2008,optimization,316,58390
2008,option,2,58390
2008,options,3,58390
2008,oracle,664,58390
2008,oracle10g,26,58390
2008,oracle11g,1,58390
2008,oracle-adf,4,58390
2008,oracle-apex,3,58390
2008,oracle-sqldeveloper,5,58390
2008,order,6,58390
2008,orm,176,58390
2008,osgi,18,58390
2008,outer-join,7,58390
2008,outlook,126,58390
2008,outlook-addin,2,58390
2008,outlook-vba,10,58390
2008,out-of-memory,9,58390
2008,output,2,58390
2008,outputstream,1,58390
2008,overflow,17,58390
2008,overlap,4,58390
2008,overlay,7,58390
2008,overloading,19,58390
2008,override,26,58390
2008,overwrite,4,58390
2008,owl,8,58390
2008,p2p,10,58390
2008,package,9,58390
2008,packages,23,58390
2008,packaging,22,58390
2008,packet,4,58390
2008,padding,10,58390
2008,pagination,31,58390
2008,paging,21,58390
2008,paint,5,58390
2008,palindrome,3,58390
2008,panel,10,58390
2008,paperclip,1,58390
2008,parallel-processing,41,58390
2008,parameter-passing,6,58390
2008,parameters,79,58390
2008,paramiko,2,58390
2008,params,3,58390
2008,parent,9,58390
2008,parent-child,11,58390
2008,parsing,299,58390
2008,partial,2,58390
2008,partial-views,1,58390
2008,partitioning,10,58390
2008,pascal,6,58390
2008,pass-by-reference,19,58390
2008,passenger,8,58390
2008,password-protection,6,58390
2008,passwords,93,58390
2008,paste,3,58390
2008,patch,18,58390
2008,path,73,58390
2008,path-finding,4,58390
2008,pattern-matching,15,58390
2008,payment,12,58390
2008,payment-gateway,4,58390
2008,paypal,12,58390
2008,pcap,1,58390
2008,pcre,8,58390
2008,pdf,157,58390
2008,pdf-generation,32,58390
2008,pdo,24,58390
2008,pear,17,58390
2008,pentaho,2,58390
2008,perforce,50,58390
2008,performance,854,58390
2008,performance-testing,4,58390
2008,perl,521,58390
2008,perl-module,3,58390
2008,permalinks,3,58390
2008,permissions,108,58390
2008,permutation,7,58390
2008,persistence,45,58390
2008,phone-number,16,58390
2008,photo,5,58390
2008,photoshop,11,58390
2008,php,2254,58390
2008,php-5.3,1,58390
2008,phpmailer,2,58390
2008,phpmyadmin,9,58390
2008,phpstorm,1,58390
2008,phpunit,21,58390
2008,physics,17,58390
2008,pic,2,58390
2008,pickle,4,58390
2008,picturebox,7,58390
2008,pid,11,58390
2008,ping,10,58390
2008,pinvoke,49,58390
2008,pip,1,58390
2008,pipe,29,58390
2008,pipeline,7,58390
2008,pivot,18,58390
2008,pivot-table,10,58390
2008,pixel,3,58390
2008,pixels,7,58390
2008,placeholder,2,58390
2008,playback,4,58390
2008,player,2,58390
2008,plesk,1,58390
2008,plist,5,58390
2008,plone,7,58390
2008,plot,14,58390
2008,plpgsql,2,58390
2008,plsql,89,58390
2008,plugins,156,58390
2008,png,43,58390
2008,poco,8,58390
2008,point,5,58390
2008,pointers,110,58390
2008,pojo,8,58390
2008,polling,3,58390
2008,polygon,11,58390
2008,polymorphic-associations,1,58390
2008,polymorphism,42,58390
2008,pom.xml,2,58390
2008,popen,6,58390
2008,popup,35,58390
2008,popupwindow,1,58390
2008,port,15,58390
2008,portability,28,58390
2008,porting,15,58390
2008,portlet,3,58390
2008,position,2,58390
2008,positioning,15,58390
2008,posix,28,58390
2008,post,67,58390
2008,postback,53,58390
2008,postgis,3,58390
2008,postgresql,178,58390
2008,powerbuilder,11,58390
2008,powerpoint,18,58390
2008,powerpoint-vba,6,58390
2008,powershell,137,58390
2008,precision,12,58390
2008,predicate,6,58390
2008,prediction,2,58390
2008,preferences,9,58390
2008,preg-replace,6,58390
2008,prepared-statement,19,58390
2008,preprocessor,6,58390
2008,preview,4,58390
2008,primary-key,30,58390
2008,primes,12,58390
2008,printf,31,58390
2008,printing,119,58390
2008,priority-queue,2,58390
2008,prism,6,58390
2008,private,15,58390
2008,privileges,11,58390
2008,probability,10,58390
2008,procedure,2,58390
2008,process,144,58390
2008,processing,5,58390
2008,producer-consumer,2,58390
2008,product,5,58390
2008,production-environment,1,58390
2008,products,2,58390
2008,profile,12,58390
2008,profiler,33,58390
2008,profiling,103,58390
2008,programming-languages,93,58390
2008,progress,1,58390
2008,progress-bar,20,58390
2008,proguard,1,58390
2008,project,11,58390
2008,projection,4,58390
2008,project-management,196,58390
2008,projects-and-solutions,37,58390
2008,prolog,10,58390
2008,prompt,10,58390
2008,propel,7,58390
2008,properties,79,58390
2008,protocol-buffers,9,58390
2008,protocols,30,58390
2008,prototype,15,58390
2008,prototypejs,58,58390
2008,proxy,94,58390
2008,pseudocode,13,58390
2008,psycopg2,2,58390
2008,pthreads,18,58390
2008,public,8,58390
2008,publish,13,58390
2008,publishing,4,58390
2008,publish-subscribe,3,58390
2008,push,6,58390
2008,put,2,58390
2008,putty,3,58390
2008,py.test,1,58390
2008,py2exe,14,58390
2008,pydev,7,58390
2008,pygame,11,58390
2008,pygtk,14,58390
2008,pyinstaller,2,58390
2008,pyodbc,1,58390
2008,pyqt,3,58390
2008,pyramid,1,58390
2008,python,2080,58390
2008,python-2.6,2,58390
2008,python-2.7,3,58390
2008,python-2.x,7,58390
2008,python-3.x,28,58390
2008,python-decorators,1,58390
2008,python-idle,2,58390
2008,python-imaging-library,13,58390
2008,python-import,13,58390
2008,python-module,3,58390
2008,python-sphinx,1,58390
2008,qemu,3,58390
2008,qmake,2,58390
2008,qr-code,4,58390
2008,qt,115,58390
2008,qt4,11,58390
2008,qt-creator,1,58390
2008,qtp,10,58390
2008,quartz-scheduler,5,58390
2008,query-optimization,6,58390
2008,query-string,21,58390
2008,queue,36,58390
2008,quickbooks,6,58390
2008,quicksort,2,58390
2008,qunit,2,58390
2008,quotes,23,58390
2008,qwidget,1,58390
2008,r,8,58390
2008,rabbitmq,1,58390
2008,race-condition,9,58390
2008,rack,3,58390
2008,racket,5,58390
2008,radio-button,21,58390
2008,rails-activerecord,2,58390
2008,rake,18,58390
2008,ram,5,58390
2008,random,108,58390
2008,range,9,58390
2008,ranking,4,58390
2008,raster,2,58390
2008,razor,2,58390
2008,rcp,16,58390
2008,rdbms,37,58390
2008,rdf,23,58390
2008,rdlc,14,58390
2008,read-eval-print-loop,6,58390
2008,readline,4,58390
2008,readonly,13,58390
2008,realloc,2,58390
2008,real-time,20,58390
2008,rebase,1,58390
2008,recaptcha,2,58390
2008,record,4,58390
2008,rectangles,5,58390
2008,recursion,76,58390
2008,redhat,15,58390
2008,redirect,72,58390
2008,redmine,5,58390
2008,reduce,6,58390
2008,refactoring,165,58390
2008,reference,103,58390
2008,reflection,247,58390
2008,refresh,15,58390
2008,regex,685,58390
2008,regex-lookarounds,1,58390
2008,regex-negation,3,58390
2008,registration,10,58390
2008,registry,81,58390
2008,regression,3,58390
2008,relational-database,8,58390
2008,relationship,4,58390
2008,relative-path,14,58390
2008,release,31,58390
2008,reload,2,58390
2008,remote-access,1,58390
2008,remote-debugging,15,58390
2008,remote-desktop,19,58390
2008,remote-server,2,58390
2008,remoting,64,58390
2008,rename,17,58390
2008,render,8,58390
2008,rendering,35,58390
2008,repaint,3,58390
2008,repeat,4,58390
2008,repeater,24,58390
2008,replace,42,58390
2008,replication,60,58390
2008,report,73,58390
2008,reporting,73,58390
2008,reporting-services,225,58390
2008,reportviewer,29,58390
2008,repository,29,58390
2008,repository-pattern,13,58390
2008,request,16,58390
2008,require,4,58390
2008,reset,5,58390
2008,resharper,77,58390
2008,resize,42,58390
2008,resolution,10,58390
2008,resources,99,58390
2008,response,9,58390
2008,responsive-design,1,58390
2008,rest,159,58390
2008,restart,9,58390
2008,restful-authentication,8,58390
2008,restlet,2,58390
2008,restore,16,58390
2008,resultset,11,58390
2008,return,18,58390
