nacchoid,tobacco,nutrition,state,type,rurality,population,leader.tenure,fte
WI067,1,1,WI,county,rural,40958,6.767967224,22.38
WI068,1,1,WI,county,urban,43437,18.0369606,NA
WI069,1,1,WI,county,rural,70482,9.681040764,24
WI070,1,1,WI,county,rural,13675,2.086242199,12.7
WI072,0,1,WI,multi-city,rural,17662,NA,4.2
WI073,1,1,WI,county,urban,161188,0.9664613008,35.2
WI074,1,1,WI,county,rural,14333,NA,6.5
WI075,1,1,WI,county,rural,63379,7.43874073,24.39
WI076,0,0,WI,county,rural,16437,5.612594128,6.5
WI078,1,1,WI,county,urban,115290,1.963039041,26.8
WI080,0,1,WI,county,urban,21236,17.793293,6.3
WI081,1,1,WI,city,urban,9547,28.82683182,2.02
WI082,1,1,WI,city,rural,86759,10.16016388,14.9
WI084,0,0,WI,county,rural,20540,16.24366951,6.71
WI085,1,1,WI,county,rural,29509,5.374401093,8
WI086,1,1,WI,county,rural,30362,48.83230591,8.39
WI087,1,1,WI,county,rural,21398,18.71047211,5
WI089,0,1,WI,county,rural,15694,3.159479856,7
WI090,NA,NA,NA,NA,NA,NA,NA,NA
WI091,1,1,WI,county,rural,23891,13.62628365,8.75
WI092,0,1,WI,county,urban,395118,2.787132025,56.23
WI093,0,1,WI,city,rural,52066,4.068446159,14
WI094,1,0,WI,county,rural,24178,12.94455814,14.15
WI095,1,1,WI,county,urban,47102,20.24366951,13.8
WI096,1,1,WI,county,urban,60624,3.548254728,40.4
WI100,1,1,WI,city,rural,73608,10.98699474,24.8
WI101,1,0,WI,city,rural,19410,4.240931034,4.5
WI106,NA,NA,NA,NA,NA,NA,NA,NA
WI113,0,1,WI,county,rural,46101,2.499657869,9.3
WI114,1,1,WI,county,urban,65209,1.152635217,7.2
WI115,1,1,WI,multi-city,urban,169511,12.09856224,40.9
WI117,1,1,WI,multi-county,rural,220721,5.735797405,26
WV001,1,0,WV,county,rural,16766,2.288843155,17.6
WV002,NA,NA,NA,NA,NA,NA,NA,NA
WV003,0,0,WV,county,rural,23714,25.57974052,5.6
WV004,1,0,WV,county,rural,14463,1.456536651,NA
WV005,1,1,WV,county,urban,23530,0.4982888401,8
WV006,1,0,WV,county,urban,97109,0.9171800017,35
WV007,NA,NA,NA,NA,NA,NA,NA,NA
WV008,NA,NA,NA,NA,NA,NA,NA,NA
WV009,1,0,WV,county,rural,45132,30.82272339,7.22
WV010,0,0,WV,county,rural,8618,9.790554047,3.5
WV011,1,1,WV,county,rural,11687,0.8323066235,8.4
WV012,1,1,WV,county,rural,35450,4.722792625,11.2
WV013,1,1,WV,county,urban,23483,1.045858979,6.2
WV014,NA,NA,NA,NA,NA,NA,NA,NA
WV015,1,1,WV,county,rural,13923,7.159479618,7
WV016,1,0,WV,county,rural,68761,11.84668064,16
WV017,1,1,WV,county,rural,29126,19.66324425,7
WV019,1,1,WV,county,urban,190223,0.6598220468,47
WV021,1,0,WV,county,rural,35348,5.160848618,7.9
WV022,1,0,WV,county,rural,56803,13.16084862,10
WV023,NA,NA,NA,NA,NA,NA,NA,NA
WV024,1,0,WV,county,rural,27016,15.991786,5
WV027,1,1,WV,multi-county,urban,131904,1.664613247,75
WV028,1,0,WV,county,rural,27578,10.27789211,8.46
WV030,0,1,WV,county,urban,103463,1.253935695,60
WV031,1,0,WV,county,rural,13582,1.831622124,3.5
WV033,0,0,WV,county,rural,25827,6.579055309,5.6
WV034,NA,NA,NA,NA,NA,NA,NA,NA
WV035,1,NA,WV,county,rural,8662,1.412731051,4.4
WV036,1,1,WV,county,rural,33788,11.96440792,7
WV038,1,0,WV,county,urban,110497,12.66529751,16.5
WV039,1,1,WV,county,rural,29429,4.082135677,23.9
WV040,NA,NA,NA,NA,NA,NA,NA,NA
WV041,0,0,WV,county,rural,17069,2.49691987,15.3
WV044,1,0,WV,county,urban,41122,1.49760437,7
WV045,NA,NA,NA,NA,NA,NA,NA,NA
WV046,1,NA,WV,multi-county,rural,25086,3.244353294,3.3
WV047,1,1,WV,county,urban,43328,8.665297508,25.7
WV050,1,1,WV,county,rural,21561,0.9418206811,5
WY001,1,1,WY,county,rural,11930,0.05201916397,4.5
WY002,1,0,WY,county,rural,48320,NA,22.5
WY003,1,1,WY,county,rural,15854,0.2464065701,11.5
WY004,1,0,WY,county,urban,81624,2.250513315,34
WY005,1,1,WY,county,urban,96389,14.41204643,44
WY006,1,1,WY,county,rural,14097,0.082135520879999993,7
WY007,1,1,WY,county,rural,7248,3.570157528,4
WY008,0,1,WY,county,rural,40703,6.113620758,NA
WY010,1,1,WY,county,rural,4816,3.258042336,4
WY011,NA,NA,NA,NA,NA,NA,NA,NA
WY015,1,0,WY,county,rural,28989,4.900753021,7
WY017,1,0,WY,county,rural,30032,0.4681724906,8
WY019,1,0,WY,county,rural,45010,2.663928747,18.5
WY020,0,0,WY,county,rural,22930,2.570841789,18
WY021,NA,NA,NA,NA,NA,NA,NA,NA
WY022,0,0,WY,county,rural,8322,NA,5
WY023,NA,NA,NA,NA,NA,NA,NA,NA
WY049,1,0,WY,county,rural,37811,0.2381930202,7
