JURISDICTION,YEAR,POPULATION,MURDER,RAPE,ROBBERY,AGG. ASSAULT,B & E,LARCENY THEFT,M/V THEFT,GRAND TOTAL,PERCENT CHANGE,VIOLENT CRIME TOTAL,VIOLENT CRIME PERCENT,VIOLENT CRIME PERCENT CHANGE,PROPERTY CRIME TOTALS,PROPERTY CRIME PERCENT,PROPERTY CRIME PERCENT CHANGE,"OVERALL CRIME RATE PER 100,000 PEOPLE","OVERALL PERCENT CHANGE PER 100,000 PEOPLE","VIOLENT CRIME RATE PER 100,000 PEOPLE","VIOLENT CRIME RATE PERCENT CHANGE PER 100,000 PEOPLE","PROPERTY CRIME RATE PER 100,000 PEOPLE","PROPERTY CRIME RATE PERCENT CHANGE PER 100,000 PEOPLE","MURDER PER 100,000 PEOPLE","RAPE PER 100,000 PEOPLE","ROBBERY PER 100,000 PEOPLE","AGG. ASSAULT PER 100,000 PEOPLE","B & E PER 100,000 PEOPLE","LARCENY THEFT PER 100,000 PEOPLE","M/V THEFT PER 100,000 PEOPLE","MURDER  RATE PERCENT CHANGE PER 100,000 PEOPLE","RAPE RATE PERCENT CHANGE PER 100,000 PEOPLE","ROBBERY RATE PERCENT CHANGE PER 100,000 PEOPLE","AGG. ASSAULT  RATE PERCENT CHANGE PER 100,000 PEOPLE","B & E RATE PERCENT CHANGE PER 100,000 PEOPLE","LARCENY THEFT  RATE PERCENT CHANGE PER 100,000 PEOPLE","M/V THEFT  RATE PERCENT CHANGE PER 100,000 PEOPLE"
Anne Arundel County,01/01/2013 12:00:00 AM,555330,15,71,630,1603,2522,11272,677,16790,-1.5,2319,13.8,1.7,14471,86.2,-2,3023.4,-2.5,417.6,0.6,2605.8,-3,2.7,12.8,113.4,288.7,454.1,2029.8,121.9,14.2,-29.7,15.9,-2.7,-3.4,-1.3,-24.5
Anne Arundel County,01/01/2014 12:00:00 AM,561031,14,92,634,1523,2152,10620,702,15737,-6.3,2263,14.4,-2.4,13474,85.6,-6.9,2805,-7.2,403.4,-3.4,2401.6,-7.8,2.5,16.4,113,271.5,383.6,1892.9,125.1,-7.6,28.3,-0.4,-6,-15.5,-6.7,2.6
Anne Arundel County ,01/01/2015 12:00:00 AM,563766,17,140,613,1425,2084,10201,629,15109,-4,2195,14.5,-3,12914,85.5,-4.2,2680,-4.5,389.3,-3.5,2290.7,-4.6,3,24.8,108.7,252.8,369.7,1809.4,111.6,20.8,51.4,-3.8,-6.9,-3.6,-4.4,-10.8
Montgomery County,01/01/1975 12:00:00 AM,571436,21,92,651,367,5860,17060,2029,26080,,1131,4.3,,24949,95.7,,4563.9,,197.9,,4366,,3.7,16.1,113.9,64.2,1025.5,2985.5,355.1,,,,,,,
Anne Arundel County ,01/01/2016 12:00:00 AM,566105,25,154,558,1575,1979,10025,622,14938,-1.1,2312,15.5,5.3,12626,84.5,-2.2,2638.7,-1.5,408.4,4.9,2230.3,-4.6,4.4,27.2,98.6,278.2,349.6,1770.9,109.9,46.5,9.5,-9.3,10.1,-5.4,-2.1,-1.5
Baltimore City,01/01/1975 12:00:00 AM,864100,259,463,9055,6309,15787,30936,7602,70411,,16086,22.8,,54325,77.2,,8148.5,,1861.6,,6286.9,,30,53.6,1047.9,730.1,1827,3580.1,879.8,,,,,,,
Baltimore City,01/01/1976 12:00:00 AM,860974,200,460,7764,5788,15443,32711,5903,68269,-3,14212,20.8,-11.6,54057,79.2,-0.5,7929.3,-2.7,1650.7,-11.3,6278.6,-0.1,23.2,53.4,901.8,672.3,1793.7,3799.3,685.6,-22.5,-0.3,-13.9,-7.9,-1.8,6.1,-22.1
Baltimore City,01/01/1977 12:00:00 AM,827494,171,499,7574,6075,15463,32315,6213,68310,0.1,14319,21,0.8,53991,79,-0.1,8255,4.1,1730.4,4.8,6524.6,3.9,20.7,60.3,915.3,734.1,1868.7,3905.2,750.8,-11,12.9,1.5,9.2,4.2,2.8,9.5
Baltimore City,01/01/1978 12:00:00 AM,781730,199,554,8103,5849,15969,33950,5909,70533,3.3,14705,20.8,2.7,55828,79.2,3.4,9022.7,9.3,1881.1,8.7,7141.6,9.5,25.5,70.9,1036.5,748.2,2042.8,4342.9,755.9,23.2,17.5,13.2,1.9,9.3,11.2,0.7
Baltimore City,01/01/1979 12:00:00 AM,790901,245,565,8492,6247,17054,35499,6807,74909,6.2,15549,20.8,5.7,59360,79.2,6.3,9471.3,5,1966,4.5,7505.4,5.1,31,71.4,1073.7,789.9,2156.3,4488.4,860.7,21.7,0.8,3.6,5.6,5.6,3.4,13.9
Baltimore City,01/01/1980 12:00:00 AM,784554,216,566,10046,5805,17774,38116,5661,78184,4.4,16633,21.3,7,61551,78.7,3.7,9965.4,5.2,2120.1,7.8,7845.3,4.5,27.5,72.1,1280.5,739.9,2265.5,4858.3,721.6,-11.1,1,19.3,-6.3,5.1,8.2,-16.2
Baltimore City,01/01/1981 12:00:00 AM,797429,228,566,10737,6258,18604,37378,5331,79102,1.2,17789,22.5,7,61313,77.5,-0.4,9919.6,-0.5,2230.8,5.2,7688.8,-2,28.6,71,1346.5,784.8,2333,4687.3,668.5,3.9,-1.6,5.2,6.1,3,-3.5,-7.3
Baltimore City,01/01/1982 12:00:00 AM,798175,227,553,9357,6592,16501,36520,4462,74212,-6.2,16729,22.5,-6,57483,77.5,-6.2,9297.7,-6.3,2095.9,-6,7201.8,-6.3,28.4,69.3,1172.3,825.9,2067.3,4575.4,559,-0.5,-2.4,-12.9,5.2,-11.4,-2.4,-16.4
Baltimore City,01/01/1983 12:00:00 AM,805527,201,500,9176,6291,14690,34752,4470,70080,-5.6,16168,23.1,-3.4,53912,76.9,-6.2,8699.9,-6.4,2007.1,-4.2,6692.8,-7.1,25,62.1,1139.1,781,1823.7,4314.2,554.9,-12.3,-10.4,-2.8,-5.4,-11.8,-5.7,-0.7
Baltimore City,01/01/1984 12:00:00 AM,788604,215,566,8017,6830,14062,31768,5419,66877,-4.6,15628,23.4,-3.3,51249,76.6,-4.9,8480.4,-2.5,1981.7,-1.3,6498.7,-2.9,27.3,71.8,1016.6,866.1,1783.2,4028.4,687.2,9.3,15.6,-10.8,10.9,-2.2,-6.6,23.8
Baltimore City,01/01/1985 12:00:00 AM,771097,213,594,7794,6949,13988,31810,6027,67375,0.7,15550,23.1,-0.5,51825,76.9,1.1,8737.6,3,2016.6,1.8,6720.9,3.4,27.6,77,1010.8,901.2,1814,4125.3,781.6,1.3,7.3,-0.6,4.1,1.7,2.4,13.7
Baltimore City,01/01/1986 12:00:00 AM,783542,240,660,8008,6369,14388,30796,6884,67345,0,15277,22.7,-1.8,52068,77.3,0.5,8594.9,-1.6,1949.7,-3.3,6645.2,-1.1,30.6,84.2,1022,812.8,1836.3,3930.4,878.6,10.9,9.3,1.1,-9.8,1.2,-4.7,12.4
Baltimore City,01/01/1987 12:00:00 AM,764893,226,595,7485,6030,13558,31270,7495,66659,-1,14336,21.5,-6.2,52323,78.5,0.5,8714.8,1.4,1874.2,-3.9,6840.6,2.9,29.5,77.8,978.6,788.3,1772.5,4088.2,979.9,-3.5,-7.7,-4.3,-3,-3.5,4,11.5
Baltimore City,01/01/1988 12:00:00 AM,763880,237,519,7418,6592,14359,33531,8468,71124,6.7,14766,20.8,3,56358,79.2,7.7,9310.9,6.8,1933,3.1,7377.9,7.9,31,67.9,971.1,863,1879.7,4389.6,1108.6,5,-12.7,-0.8,9.5,6,7.4,13.1
Baltimore City,01/01/1989 12:00:00 AM,763138,259,543,7986,6876,14446,34082,8188,72380,1.8,15664,21.6,6.1,56716,78.4,0.6,9484.5,1.9,2052.6,6.2,7431.9,0.7,33.9,71.2,1046.5,901,1893,4466,1072.9,9.4,4.7,7.8,4.4,0.7,1.7,-3.2
Baltimore City,01/01/1990 12:00:00 AM,736014,305,691,9491,7519,14867,36333,9939,79145,9.3,18006,22.8,15,61139,77.2,7.8,10753.2,13.4,2446.4,19.2,8306.8,11.8,41.4,93.9,1289.5,1021.6,2019.9,4936.5,1350.4,22.1,31.9,23.2,13.4,6.7,10.5,25.9
Baltimore City,01/01/1991 12:00:00 AM,748099,304,702,10793,7295,16394,40406,10618,86512,9.3,19094,22.1,6,67418,77.9,10.3,11564.2,7.5,2552.3,4.3,9011.9,8.5,40.6,93.8,1442.7,975.1,2191.4,5401.2,1419.3,-1.9,0,11.9,-4.5,8.5,9.4,5.1
Baltimore City,01/01/1992 12:00:00 AM,755517,335,754,12290,8481,16503,41836,11332,91531,5.8,21860,23.9,14.5,69671,76.1,3.3,12115,4.8,2893.4,13.4,9221.6,2.3,44.3,99.8,1626.7,1122.5,2184.3,5537.4,1499.9,9.1,6.4,12.8,15.1,-0.3,2.5,5.7
Baltimore City,01/01/1993 12:00:00 AM,732968,353,668,12408,8577,18076,42814,10672,93568,2.2,22006,23.5,0.7,71562,76.5,2.7,12765.6,5.4,3002.3,3.8,9763.3,5.9,48.2,91.1,1692.8,1170.2,2466.1,5841.2,1456,8.6,-8.7,4.1,4.2,12.9,5.5,-2.9
Baltimore City,01/01/1994 12:00:00 AM,739180,321,639,11303,8748,16026,43636,13603,94276,0.8,21011,22.3,-4.5,73265,77.7,2.4,12754.1,-0.1,2842.5,-5.3,9911.7,1.5,43.4,86.4,1529.1,1183.5,2168.1,5903.3,1840.3,-9.8,-5.1,-9.7,1.1,-12.1,1.1,26.4
Baltimore City,01/01/1995 12:00:00 AM,712209,325,684,11397,9172,16705,46750,11210,96243,2.1,21578,22.4,2.7,74665,77.6,1.9,13513.3,6,3029.7,6.6,10483.6,5.8,45.6,96,1600.2,1287.8,2345.5,6564.1,1574,5.1,11.1,4.7,8.8,8.2,11.2,-14.5
Baltimore City,01/01/1996 12:00:00 AM,716446,333,643,10429,8216,14887,43177,11186,88871,-7.7,19621,22.1,-9.1,69250,77.9,-7.3,12404.4,-8.2,2738.7,-9.6,9665.8,-7.8,46.5,89.7,1455.7,1146.8,2077.9,6026.6,1561.3,1.9,-6.6,-9,-11,-11.4,-8.2,-0.8
Baltimore City,01/01/1997 12:00:00 AM,719587,313,480,8665,8072,12841,39581,8856,78808,-11.3,17530,22.2,-10.7,61278,77.8,-11.5,10951.8,-11.7,2436.1,-11,8515.7,-11.9,43.5,66.7,1204.2,1121.8,1784.5,5500.5,1230.7,-6.4,-25.7,-17.3,-2.2,-14.1,-8.7,-21.2
Baltimore City,01/01/1998 12:00:00 AM,662253,315,470,7718,7605,13279,36853,7375,73615,-6.6,16108,21.9,-8.1,57507,78.1,-6.2,11115.8,1.5,2432.3,-0.2,8683.5,2,47.6,71,1165.4,1148.4,2005.1,5564.8,1113.6,9.4,6.4,-3.2,2.4,12.4,1.2,-9.5
Baltimore City,01/01/1999 12:00:00 AM,650588,305,374,7462,10536,12386,37524,7255,75842,3,18677,24.6,15.9,57165,75.4,-0.6,11657.5,4.9,2870.8,18,8786.7,1.2,46.9,57.5,1147,1619.5,1903.8,5767.7,1115.1,-1.4,-19,-1.6,41,-5.1,3.6,0.1
Baltimore City,01/01/2000 12:00:00 AM,651154,261,366,6634,8774,10751,32134,7871,66791,-11.9,16035,24,-14.1,50756,76,-11.2,10257.3,-12,2462.6,-14.2,7794.8,-11.3,40.1,56.2,1018.8,1347.5,1651.1,4934.9,1208.8,-14.5,-2.2,-11.2,-16.8,-13.3,-14.4,8.4
Baltimore City,01/01/2001 12:00:00 AM,660826,256,299,5762,8520,10960,30457,8199,64453,-3.5,14837,23,-7.5,49616,77,-2.2,9753.4,-4.9,2245.2,-8.8,7508.2,-3.7,38.7,45.2,871.9,1289.3,1658.5,4608.9,1240.7,-3.4,-19.5,-14.4,-4.3,0.5,-6.6,2.6
Baltimore City,01/01/2002 12:00:00 AM,671028,253,179,4764,8667,8814,27301,6572,56550,-12.3,13863,24.5,-6.6,42687,75.5,-14,8427.4,-13.6,2065.9,-8,6361.4,-15.3,37.7,26.7,710,1291.6,1313.5,4068.5,979.4,-2.7,-41,-18.6,0.2,-20.8,-11.7,-21.1
Baltimore City,01/01/2003 12:00:00 AM,644554,270,208,4364,6385,7855,23307,6874,49263,-12.9,11227,22.8,-19,38036,77.2,-10.9,7643,-9.3,1741.8,-15.7,5901.1,-7.2,41.9,32.3,677.1,990.6,1218.7,3616,1066.5,11.1,21,-4.6,-23.3,-7.2,-11.1,8.9
Baltimore City,01/01/2004 12:00:00 AM,634279,276,182,4085,7199,8022,21819,6731,48314,-1.9,11742,24.3,4.6,36572,75.7,-3.8,7617.2,-0.3,1851.2,6.3,5765.9,-2.3,43.5,28.7,644,1135,1264.7,3440,1061.2,3.9,-11.1,-4.9,14.6,3.8,-4.9,-0.5
Baltimore City,01/01/2005 12:00:00 AM,641097,269,162,3935,6943,7388,20132,6232,45061,-6.7,11309,25.1,-3.7,33752,74.9,-7.7,7028.7,-7.7,1764,-4.7,5264.7,-8.7,42,25.3,613.8,1083,1152.4,3140.2,972.1,-3.6,-11.9,-4.7,-4.6,-8.9,-8.7,-8.4
Baltimore City,01/01/2006 12:00:00 AM,637556,276,139,4260,6196,7664,18846,6276,43657,-3.1,10871,24.9,-3.9,32786,75.1,-2.9,6847.6,-2.6,1705.1,-3.3,5142.5,-2.3,43.3,21.8,668.2,971.8,1202.1,2956,984.4,3.2,-13.7,8.9,-10.3,4.3,-5.9,1.3
Baltimore City,01/01/2007 12:00:00 AM,624237,282,146,3926,5875,7431,17077,5821,40558,-7.1,10229,25.2,-5.9,30329,74.8,-7.5,6497.2,-5.1,1638.6,-3.9,4858.6,-5.5,45.2,23.4,628.9,941.1,1190.4,2735.7,932.5,4.4,7.3,-5.9,-3.2,-1,-7.5,-5.3
Baltimore City,01/01/2008 12:00:00 AM,634549,234,137,4058,5703,7880,17635,5518,41165,1.5,10132,24.6,-0.9,31033,75.4,2.3,6487.3,-0.2,1596.7,-2.6,4890.6,0.7,36.9,21.6,639.5,898.7,1241.8,2779.1,869.6,-18.4,-7.7,1.7,-4.5,4.3,1.6,-6.7
Baltimore City,01/01/2009 12:00:00 AM,638755,238,158,3726,5579,7856,17101,4632,39290,-4.6,9701,24.7,-4.3,29589,75.3,-4.7,6151,-5.2,1518.7,-4.9,4632.3,-5.3,37.3,24.7,583.3,873.4,1229.9,2677.2,725.2,1,14.6,-8.8,-2.8,-1,-3.7,-16.6
Baltimore City,01/01/2010 12:00:00 AM,639927,223,266,3361,5502,7646,16626,4421,38045,-3.2,9352,24.6,-3.6,28693,75.4,-3,5945.2,-3.3,1461.4,-3.8,4483.8,-3.2,34.8,41.6,525.2,859.8,1194.8,2598.1,690.9,-6.5,68,-10,-1.6,-2.9,-3,-4.7
Baltimore City,01/01/2011 12:00:00 AM,626848,197,341,3485,4905,8649,17397,4207,39181,3,8928,22.8,-4.5,30253,77.2,5.4,6250.5,5.1,1424.3,-2.5,4826.2,7.6,31.4,54.4,556,782.5,1379.8,2775.3,671.1,-9.8,30.9,5.9,-9,15.5,6.8,-2.9
Baltimore City,01/01/2012 12:00:00 AM,625474,216,317,3635,4657,7796,17849,3987,38457,-1.8,8825,22.9,-1.2,29632,77.1,-2.1,6148.5,-1.6,1410.9,-0.9,4737.5,-1.8,34.5,50.7,581.2,744.6,1246.4,2853.7,637.4,9.9,-6.8,4.5,-4.8,-9.7,2.8,-5
Baltimore City,01/01/2013 12:00:00 AM,622671,233,298,3755,4471,7440,19329,4462,39988,4,8757,21.9,-0.8,31231,78.1,5.4,6422,4.4,1406.4,-0.3,5015.7,5.9,37.4,47.9,603,718,1194.9,3104.2,716.6,8.4,-5.6,3.8,-3.6,-4.1,8.8,12.4
Baltimore City,01/01/2014 12:00:00 AM,623513,211,245,3740,4236,6966,18419,4504,38321,-4.2,8432,22,-3.7,29889,78,-4.3,6146,-4.3,1352.3,-3.8,4793.6,-4.4,33.8,39.3,599.8,679.4,1117.2,2954.1,722.4,-9.6,-17.9,-0.5,-5.4,-6.5,-4.8,0.8
Baltimore City,01/01/2015 12:00:00 AM,621252,344,287,4378,4671,7803,18100,5541,41124,7.3,9680,23.5,14.8,31444,76.5,5.2,6619.5,7.7,1558.1,15.2,5061.4,5.6,55.4,46.2,704.7,751.9,1256,2913.5,891.9,63.6,17.6,17.5,10.7,12.4,-1.4,23.5
Baltimore City,01/01/2016 12:00:00 AM,618385,318,299,5288,5210,7399,17278,5336,41128,7.3,11115,27,31.8,30013,73,0.4,6650.9,8.2,1797.4,32.9,4853.4,-0.9,51.4,48.4,855.1,842.5,1196.5,2794.1,862.9,52,23.1,42.6,24,7.1,-5.4,19.5
Baltimore County,01/01/1975 12:00:00 AM,642154,27,153,787,503,8312,22950,2992,35724,,1470,4.1,,34254,95.9,,5563.2,,228.9,,5334.2,,4.2,23.8,122.6,78.3,1294.4,3573.9,465.9,,,,,,,
Baltimore County,01/01/1976 12:00:00 AM,642369,22,155,730,1095,8205,22930,2834,35971,0.7,2002,5.6,36.2,33969,94.4,-0.8,5599.7,0.7,311.7,36.1,5288.1,-0.9,3.4,24.1,113.6,170.5,1277.3,3569.6,441.2,-18.5,1.3,-7.3,117.6,-1.3,-0.1,-5.3
Baltimore County,01/01/1977 12:00:00 AM,643363,26,169,751,3229,8868,22326,2892,38261,6.4,4175,10.9,108.5,34086,89.1,0.3,5947,6.2,648.9,108.2,5298.1,0.2,4,26.3,116.7,501.9,1378.4,3470.2,449.5,18,8.9,2.7,194.4,7.9,-2.8,1.9
Baltimore County,01/01/1978 12:00:00 AM,641120,29,185,846,3755,9001,22431,2720,38967,1.8,4815,12.4,15.3,34152,87.6,0.2,6078,2.2,751,15.7,5326.9,0.5,4.5,28.9,132,585.7,1403.9,3498.7,424.3,11.9,9.9,13,16.7,1.9,0.8,-5.6
Baltimore County,01/01/1979 12:00:00 AM,639872,23,196,1085,3945,10138,24572,3306,43265,11,5249,12.1,9,38016,87.9,11.3,6761.5,11.2,820.3,9.2,5941.2,11.5,3.6,30.6,169.6,616.5,1584.4,3840.1,516.7,-20.5,6.2,28.5,5.3,12.9,9.8,21.8
Baltimore County,01/01/1980 12:00:00 AM,651337,26,190,1223,4456,11793,25663,3287,46638,7.8,5895,12.6,12.3,40743,87.4,7.2,7160.3,5.9,905.1,10.3,6255.3,5.3,4,29.2,187.8,684.1,1810.6,3940,504.7,11.1,-4.8,10.7,11,14.3,2.6,-2.3
Baltimore County,01/01/1981 12:00:00 AM,662025,32,192,1401,4580,11964,25811,3203,47183,1.2,6205,13.2,5.3,40978,86.8,0.6,7127.1,-0.5,937.3,3.6,6189.8,-1,4.8,29,211.6,691.8,1807.2,3898.8,483.8,21.1,-0.6,12.7,1.1,-0.2,-1,-4.1
Baltimore County,01/01/1982 12:00:00 AM,662646,34,166,1242,5155,9981,24298,2941,43817,-7.1,6597,15.1,6.3,37220,84.9,-9.2,6612.4,-7.2,995.6,6.2,5616.9,-9.3,5.1,25.1,187.4,777.9,1506.2,3666.8,443.8,6.2,-13.6,-11.4,12.4,-16.7,-6,-8.3
Baltimore County,01/01/1983 12:00:00 AM,668705,34,150,1272,4627,8923,20994,2774,38774,-11.5,6083,15.7,-7.8,32691,84.3,-12.2,5798.4,-12.3,909.7,-8.6,4888.7,-13,5.1,22.4,190.2,691.9,1334.4,3139.5,414.8,-0.9,-10.5,1.5,-11.1,-11.4,-14.4,-6.5
Baltimore County,01/01/1984 12:00:00 AM,671586,28,176,1087,4900,8727,20884,2775,38577,-0.5,6191,16,1.8,32386,84,-0.9,5744.2,-0.9,921.8,1.3,4822.3,-1.4,4.2,26.2,161.9,729.6,1299.5,3109.7,413.2,-18,16.8,-14.9,5.4,-2.6,-1,-0.4
Baltimore County,01/01/1985 12:00:00 AM,679708,24,183,1092,5592,8617,21289,3064,39861,3.3,6891,17.3,11.3,32970,82.7,1.8,5864.4,2.1,1013.8,10,4850.6,0.6,3.5,26.9,160.7,822.7,1267.8,3132.1,450.8,-15.3,2.7,-0.7,12.8,-2.4,0.7,9.1
Baltimore County,01/01/1986 12:00:00 AM,690668,31,200,1394,5289,9612,23011,3691,43228,8.4,6914,16,0.3,36314,84,10.1,6258.9,6.7,1001.1,-1.3,5257.8,8.4,4.5,29,201.8,765.8,1391.7,3331.7,534.4,27.1,7.6,25.6,-6.9,9.8,6.4,18.6
Baltimore County,01/01/1987 12:00:00 AM,681068,32,207,1419,3995,8490,23534,3863,41540,-3.9,5653,13.6,-18.2,35887,86.4,-1.2,6099.2,-2.6,830,-17.1,5269.2,0.2,4.7,30.4,208.3,586.6,1246.6,3455.5,567.2,4.7,5,3.2,-23.4,-10.4,3.7,6.1
Baltimore County,01/01/1988 12:00:00 AM,692703,24,194,1661,4714,8703,24059,4606,43961,5.8,6593,15,16.6,37368,85,4.1,6346.3,4.1,951.8,14.7,5394.5,2.4,3.5,28,239.8,680.5,1256.4,3473.2,664.9,-26.3,-7.9,15.1,16,0.8,0.5,17.2
Baltimore County,01/01/1989 12:00:00 AM,700068,33,225,1810,5240,8468,21519,4480,41775,-5,7308,17.5,10.8,34467,82.5,-7.8,5967.3,-6,1043.9,9.7,4923.4,-8.7,4.7,32.1,258.5,748.5,1209.6,3073.8,639.9,36.1,14.8,7.8,10,-3.7,-11.5,-3.8
Baltimore County,01/01/1990 12:00:00 AM,692134,34,262,1709,5000,7996,22892,5098,42991,2.9,7005,16.3,-4.1,35986,83.7,4.4,6211.4,4.1,1012.1,-3,5199.3,5.6,4.9,37.9,246.9,722.4,1155.3,3307.5,736.6,4.2,17.8,-4.5,-3.5,-4.5,7.6,15.1
Baltimore County,01/01/1991 12:00:00 AM,703563,24,278,2151,5221,8308,24893,5913,46788,8.8,7674,16.4,9.6,39114,83.6,8.7,6650.2,7.1,1090.7,7.8,5559.4,6.9,3.4,39.5,305.7,742.1,1180.8,3538.1,840.4,-30.6,4.4,23.8,2.7,2.2,7,14.1
Baltimore County,01/01/1992 12:00:00 AM,710514,43,303,2307,5090,8322,25586,5619,47270,1,7743,16.4,0.9,39527,83.6,1.1,6652.9,0,1089.8,-0.1,5563.2,0.1,6.1,42.6,324.7,716.4,1171.3,3601.1,790.8,77.4,7.9,6.2,-3.5,-0.8,1.8,-5.9
Baltimore County,01/01/1993 12:00:00 AM,712020,36,283,2311,4864,8050,23662,5477,44683,-5.5,7494,16.8,-3.2,37189,83.2,-5.9,6275.5,-5.7,1052.5,-3.4,5223,-6.1,5.1,39.7,324.6,683.1,1130.6,3323.2,769.2,-16.5,-6.8,0,-4.6,-3.5,-7.7,-2.7
Baltimore County,01/01/1994 12:00:00 AM,717879,31,288,2180,4761,7353,24678,6289,45580,2,7260,15.9,-3.1,38320,84.1,3,6349.3,1.2,1011.3,-3.9,5337.9,2.2,4.3,40.1,303.7,663.2,1024.3,3437.6,876.1,-14.6,0.9,-6.4,-2.9,-9.4,3.4,13.9
Baltimore County,01/01/1995 12:00:00 AM,716904,38,251,2473,4935,7637,25998,5406,46738,2.5,7697,16.5,6,39041,83.5,1.9,6519.4,2.7,1073.6,6.2,5445.8,2,5.3,35,345,688.4,1065.3,3626.4,754.1,22.7,-12.7,13.6,3.8,4,5.5,-13.9
Baltimore County,01/01/1996 12:00:00 AM,721218,34,276,2427,4690,6972,26296,4751,45446,-2.8,7427,16.3,-3.5,38019,83.7,-2.6,6301.3,-3.3,1029.8,-4.1,5271.5,-3.2,4.7,38.3,336.5,650.3,966.7,3646.1,658.7,-11.1,9.3,-2.4,-5.5,-9.3,0.5,-12.6
Baltimore County,01/01/1997 12:00:00 AM,724348,23,256,2482,4572,7266,25894,4185,44678,-1.7,7333,16.4,-1.3,37345,83.6,-1.8,6168,-2.1,1012.4,-1.7,5155.7,-2.2,3.2,35.3,342.7,631.2,1003.1,3574.8,577.8,-32.6,-7.6,1.8,-2.9,3.8,-2,-12.3
Baltimore County,01/01/1998 12:00:00 AM,726462,20,226,1878,4005,6993,23596,3367,40085,-10.3,6129,15.3,-16.4,33956,84.7,-9.1,5517.8,-10.5,843.7,-16.7,4674.2,-9.3,2.8,31.1,258.5,551.3,962.6,3248.1,463.5,-13.3,-12,-24.6,-12.7,-4,-9.1,-19.8
Baltimore County,01/01/1999 12:00:00 AM,727051,30,190,1708,4171,6194,20975,2953,36221,-9.6,6099,16.8,-0.5,30122,83.2,-11.3,4981.9,-9.7,838.9,-0.6,4143,-11.4,4.1,26.1,234.9,573.7,851.9,2884.9,406.2,49.9,-16,-9.1,4.1,-11.5,-11.2,-12.4
Baltimore County,01/01/2000 12:00:00 AM,754292,33,240,1587,4340,5586,21270,3418,36474,0.7,6200,17,1.7,30274,83,0.5,4835.5,-2.9,822,-2,4013.6,-3.1,4.4,31.8,210.4,575.4,740.6,2819.9,453.1,6,21.8,-10.4,0.3,-13.1,-2.3,11.6
Baltimore County,01/01/2001 12:00:00 AM,765496,31,237,1728,4576,6246,21529,3297,37644,3.2,6572,17.5,6,31072,82.5,2.6,4917.6,1.7,858.5,4.4,4059.1,1.1,4,31,225.7,597.8,815.9,2812.4,430.7,-7.4,-2.7,7.3,3.9,10.2,-0.3,-5
Baltimore County,01/01/2002 12:00:00 AM,777313,29,236,1705,4589,5719,21201,3491,36970,-1.8,6559,17.7,-0.2,30411,82.3,-2.1,4756.1,-3.3,843.8,-1.7,3912.3,-3.6,3.7,30.4,219.3,590.4,735.7,2727.5,449.1,-7.9,-1.9,-2.8,-1.2,-9.8,-3,4.3
Baltimore County,01/01/2003 12:00:00 AM,777463,31,210,1611,4356,5425,19401,3341,34375,-7,6208,18.1,-5.4,28167,81.9,-7.4,4421.4,-7,798.5,-5.4,3622.9,-7.4,4,27,207.2,560.3,697.8,2495.4,429.7,6.9,-11,-5.5,-5.1,-5.2,-8.5,-4.3
Baltimore County,01/01/2004 12:00:00 AM,784118,29,198,1565,4388,4942,19019,2936,33077,-3.8,6180,18.7,-0.5,26897,81.3,-4.5,4218.4,-4.6,788.1,-1.3,3430.2,-5.3,3.7,25.3,199.6,559.6,630.3,2425.5,374.4,-7.2,-6.5,-3.7,-0.1,-9.7,-2.8,-12.9
Baltimore County,01/01/2005 12:00:00 AM,786768,40,178,1769,3663,4629,17620,3046,30945,-6.4,5650,18.3,-8.6,25295,81.7,-6,3933.2,-6.8,718.1,-8.9,3215.1,-6.3,5.1,22.6,224.8,465.6,588.4,2239.5,387.2,37.5,-10.4,12.7,-16.8,-6.6,-7.7,3.4
Baltimore County,01/01/2006 12:00:00 AM,788266,35,143,2090,3445,4812,18357,3463,32345,4.5,5713,17.7,1.1,26632,82.3,5.3,4103.3,4.3,724.8,0.9,3378.6,5.1,4.4,18.1,265.1,437,610.5,2328.8,439.3,-12.7,-19.8,17.9,-6.1,3.8,4,13.5
Baltimore County,01/01/2007 12:00:00 AM,785567,36,151,1787,3407,4949,18607,3372,32309,-0.1,5381,16.7,-5.8,26928,83.3,1.1,4112.8,0.2,685,-5.5,3427.8,1.5,4.6,19.2,227.5,433.7,630,2368.6,429.2,3.2,6,-14.2,-0.8,3.2,1.7,-2.3
Baltimore County,01/01/2008 12:00:00 AM,787558,31,152,1730,3018,4448,19661,2940,31980,-1,4931,15.4,-8.4,27049,84.6,0.4,4060.7,-1.3,626.1,-8.6,3434.5,0.2,3.9,19.3,219.7,383.2,564.8,2496.5,373.3,-14.1,0.4,-3.4,-11.6,-10.4,5.4,-13
Baltimore County,01/01/2009 12:00:00 AM,792855,32,154,1471,2898,4316,19536,2443,30850,-3.5,4555,14.8,-7.6,26295,85.2,-2.8,3891,-4.2,574.5,-8.2,3316.5,-3.4,4,19.4,185.5,365.5,544.4,2464,308.1,2.5,0.6,-15.5,-4.6,-3.6,-1.3,-17.5
