"Respondent","WorkToolsSelect","LanguageRecommendationSelect","EmployerIndustry","WorkAlgorithmsSelect"
186,"C/C++,Cloudera,Google Cloud Compute,Hadoop/Hive/Pig,IBM SPSS Modeler,IBM SPSS Statistics,Java,Microsoft Excel Data Mining,Minitab,NoSQL,Oracle Data Mining/ Oracle R Enterprise,Python,R,SAP BusinessObjects Predictive Analytics,SAS Base,SAS Enterprise Miner,SAS JMP,SQL,Tableau,Unix shell / awk","","Mix of fields","Bayesian Techniques,CNNs,Decision Trees,Neural Networks,Random Forests,Regression/Logistic Regression"
187,"Jupyter notebooks,Microsoft Azure Machine Learning,Python,R","Scala","Financial","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression"
188,"Jupyter notebooks,Microsoft Excel Data Mining,Microsoft R Server (Formerly Revolution Analytics),Microsoft SQL Server Data Mining,Python,R,SQL,Tableau","R","Mix of fields",""
189,"Microsoft Azure Machine Learning,NoSQL,SQL,Tableau","C/C++/C#","Technology","Bayesian Techniques,Markov Logic Networks,Neural Networks,Regression/Logistic Regression"
190,"Cloudera,Hadoop/Hive/Pig,Java,Spark / MLlib","Scala","Technology","Random Forests"
191,"Jupyter notebooks,MATLAB/Octave,Python,R,SQL,Tableau","Python","Academic","Decision Trees,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
192,"Amazon Web services,Google Cloud Compute,Java,NoSQL,Python,SQL,TensorFlow,Unix shell / awk","Python","Financial","Bayesian Techniques,Decision Trees,Ensemble Methods,Neural Networks,Random Forests,Regression/Logistic Regression"
193,"Jupyter notebooks,NoSQL,Python","Python","Financial","Decision Trees"
194,"Google Cloud Compute","","Internet-based","Gradient Boosted Machines,Random Forests"
195,"Amazon Web services,Hadoop/Hive/Pig,Jupyter notebooks,Python,R,Spark / MLlib,SQL,Tableau","Python","Retail","Bayesian Techniques,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression"
196,"R,SAP BusinessObjects Predictive Analytics","Python","Insurance","Bayesian Techniques,CNNs,Decision Trees,Markov Logic Networks,Neural Networks,Random Forests,Regression/Logistic Regression"
197,"C/C++,Jupyter notebooks,Mathematica,MATLAB/Octave,NoSQL,Python,R,SAS Base,SAS Enterprise Miner,SQL,Unix shell / awk","Matlab","Other","Bayesian Techniques,Regression/Logistic Regression"
198,"C/C++,MATLAB/Octave,Python,R,SAS Base,SQL,Tableau","R","Pharmaceutical","Decision Trees,Evolutionary Approaches,Regression/Logistic Regression,SVMs"
199,"Jupyter notebooks,Python,TensorFlow","Python","Insurance","CNNs,Neural Networks"
200,"C/C++,MATLAB/Octave,Python,TensorFlow,Other","Python","Academic","CNNs,SVMs,Other"
201,"Python,R,SAS Base","Python","Financial","Decision Trees,Gradient Boosted Machines,Random Forests"
202,"Amazon Web services,Jupyter notebooks,Python,R,Tableau,TensorFlow","Python","Technology","Bayesian Techniques,Decision Trees,Random Forests,Regression/Logistic Regression,SVMs"
203,"Java,NoSQL,Python,R,SQL,Unix shell / awk","Python","Academic","Bayesian Techniques,Evolutionary Approaches,Regression/Logistic Regression,SVMs"
204,"C/C++,Java,Minitab,NoSQL,Python,R,SAS Base,Other","R","Mix of fields","Bayesian Techniques,Decision Trees,Markov Logic Networks,Random Forests,Other"
205,"SQL","","CRM/Marketing",""
206,"Jupyter notebooks,Microsoft Azure Machine Learning,Python,R,Spark / MLlib,SQL,TensorFlow","Python","Technology","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression,SVMs"
207,"Flume,Hadoop/Hive/Pig,Java,NoSQL,Perl,Python,Unix shell / awk","Python","Technology","Bayesian Techniques"
208,"Java,Jupyter notebooks,Python,R,SQL,TensorFlow","Python","Internet-based","Bayesian Techniques,CNNs,Decision Trees,Random Forests,Regression/Logistic Regression,RNNs,SVMs"
209,"Python,R,SAS Base","Python","Mix of fields","Decision Trees,Ensemble Methods,Neural Networks,Random Forests,Regression/Logistic Regression"
210,"Amazon Web services,IBM SPSS Modeler,IBM SPSS Statistics,Jupyter notebooks,Microsoft Excel Data Mining,Microsoft SQL Server Data Mining,Minitab,Python,R,SAS Base,SQL","Python","Other","Bayesian Techniques,Decision Trees,Random Forests,Regression/Logistic Regression"
211,"Python,R,SQL","Python","Other","Bayesian Techniques,Neural Networks,Regression/Logistic Regression"
212,"Amazon Machine Learning,Amazon Web services,Hadoop/Hive/Pig,Jupyter notebooks,MATLAB/Octave,Python,R,Spark / MLlib,TensorFlow","Python","CRM/Marketing","Bayesian Techniques,Decision Trees,Neural Networks,Regression/Logistic Regression"
213,"Amazon Web services,Cloudera,MATLAB/Octave,NoSQL,SQL,TensorFlow","Python","Financial","Neural Networks,Regression/Logistic Regression,SVMs"
214,"Cloudera,Google Cloud Compute,Hadoop/Hive/Pig,Jupyter notebooks,NoSQL,Python,R,Spark / MLlib,SQL,TensorFlow,Unix shell / awk","Python","Technology","Random Forests,Other"
215,"Python,R","R","Academic","Regression/Logistic Regression"
216,"R,SAS Base","R","Hospitality/Entertainment/Sports","Regression/Logistic Regression"
217,"Java,Python,R","Python","Government","Decision Trees,Random Forests,Regression/Logistic Regression"
218,"Amazon Machine Learning,Cloudera,Hadoop/Hive/Pig,Jupyter notebooks,Microsoft Excel Data Mining,Python,R,SAS Base,Spark / MLlib,SQL,TensorFlow","","Other","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression"
219,"Python,SQL","Python","Mix of fields","Regression/Logistic Regression"
220,"Amazon Web services,Hadoop/Hive/Pig,Java,NoSQL,Python,QlikView,SQL,Other","Python","Technology","Bayesian Techniques,Random Forests,Regression/Logistic Regression,SVMs"
221,"Amazon Web services,Google Cloud Compute,IBM Watson / Waton Analytics,Jupyter notebooks,MATLAB/Octave,Python,TensorFlow,Other","Python","Technology","CNNs,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,RNNs"
222,"Amazon Web services,C/C++,Google Cloud Compute,Jupyter notebooks,NoSQL,Python,R,Spark / MLlib,SQL,TensorFlow,Unix shell / awk","Python","Technology","Decision Trees,Ensemble Methods,Neural Networks,Random Forests,Regression/Logistic Regression"
223,"Amazon Web services,Microsoft Excel Data Mining,Microsoft SQL Server Data Mining,NoSQL,Python","Python","Manufacturing","Other"
224,"C/C++,MATLAB/Octave,Python,SQL,TensorFlow,Unix shell / awk","Python","Financial","Other"
225,"Amazon Web services,Jupyter notebooks,Python,R,SQL,Unix shell / awk,Other","R","Technology","Gradient Boosted Machines,Random Forests"
226,"C/C++,MATLAB/Octave,Python,TensorFlow,Unix shell / awk","Python","Military/Security","CNNs,HMMs,Neural Networks"
227,"Python,R,SAS Base,Tableau","Python","Insurance","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
228,"R,SAS Base,SQL","R","Academic","Bayesian Techniques,Decision Trees,Markov Logic Networks,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
229,"IBM Watson / Waton Analytics,Python,QlikView,SQL,Tableau,TensorFlow","Python","Technology",""
230,"C/C++,MATLAB/Octave","Matlab","Military/Security","CNNs,Neural Networks,SVMs"
231,"Hadoop/Hive/Pig,Java,MATLAB/Octave,Python,R","R","Academic","Bayesian Techniques,Evolutionary Approaches,Random Forests"
232,"Cloudera,Hadoop/Hive/Pig,Impala,Jupyter notebooks,Python,QlikView,R,Spark / MLlib,SQL,Tableau","Python","Mix of fields","Regression/Logistic Regression"
233,"R","R","Academic","Bayesian Techniques,Regression/Logistic Regression"
234,"Amazon Web services,Jupyter notebooks,Python,SQL,Unix shell / awk","Python","Internet-based","Bayesian Techniques,Ensemble Methods,Evolutionary Approaches,Neural Networks,Random Forests,RNNs"
235,"Amazon Web services,Python,SQL","Python","Technology","Regression/Logistic Regression"
236,"Microsoft Excel Data Mining,R,SQL","Python","Financial","Regression/Logistic Regression"
237,"Amazon Web services,Python,R,Unix shell / awk","Python","Mix of fields","Bayesian Techniques"
238,"Jupyter notebooks,Microsoft Excel Data Mining,Python,R,Tableau,Unix shell / awk","Python","Internet-based","Random Forests,Regression/Logistic Regression,SVMs"
239,"NoSQL,Python,R,Spark / MLlib,SQL","Python","Internet-based","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
240,"Java,MATLAB/Octave,SQL,Other,Other","Matlab","Financial","Bayesian Techniques,Decision Trees,Evolutionary Approaches,Neural Networks,Regression/Logistic Regression,Other"
241,"Amazon Web services,IBM Watson / Waton Analytics,Java,Jupyter notebooks,Microsoft Azure Machine Learning,Python,R,RapidMiner (free version),SQL,Tableau,Other,Other,Other","R","Mix of fields","Ensemble Methods,Neural Networks,Regression/Logistic Regression,SVMs"
242,"C/C++,Python,SQL,TensorFlow,Unix shell / awk","Python","Technology","Decision Trees,Random Forests,Regression/Logistic Regression"
243,"SAS Base","R","Pharmaceutical","Other"
244,"R,SQL,Tableau","R","Technology",""
245,"DataRobot,Jupyter notebooks,Perl,Python,TensorFlow,Unix shell / awk","Python","Technology","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression"
246,"Jupyter notebooks,MATLAB/Octave,Python,R,RapidMiner (free version),SQL,Unix shell / awk","R","Technology","Decision Trees,HMMs,Regression/Logistic Regression"
247,"Amazon Machine Learning,Amazon Web services,Java,Spark / MLlib","Scala","Financial","Bayesian Techniques,Decision Trees,Regression/Logistic Regression"
248,"Hadoop/Hive/Pig,Java,NoSQL,R,RapidMiner (free version),SQL","R","Manufacturing","Bayesian Techniques,CNNs,Decision Trees,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
249,"Amazon Web services,Jupyter notebooks,Python,Tableau,TensorFlow","Python","Telecommunications","Decision Trees,Ensemble Methods,Evolutionary Approaches,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
250,"Amazon Web services,Hadoop/Hive/Pig,Oracle Data Mining/ Oracle R Enterprise,R,Tableau","R","Retail","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
251,"Hadoop/Hive/Pig,NoSQL,Python,R,SQL,Unix shell / awk","Python","Internet-based",""
252,"IBM Cognos,IBM SPSS Modeler,IBM SPSS Statistics,IBM Watson / Waton Analytics,NoSQL,Oracle Data Mining/ Oracle R Enterprise,R,SQL,Tableau","SQL","Academic","Regression/Logistic Regression"
253,"Hadoop/Hive/Pig,Jupyter notebooks,Python,R,Spark / MLlib,TensorFlow","R","Mix of fields","Gradient Boosted Machines,Neural Networks,Random Forests"
254,"Python,R,SQL","R","Mix of fields","Decision Trees,Neural Networks,Regression/Logistic Regression"
255,"Microsoft R Server (Formerly Revolution Analytics),Oracle Data Mining/ Oracle R Enterprise,R,SQL","R","Hospitality/Entertainment/Sports","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
256,"Jupyter notebooks,Microsoft Azure Machine Learning,Python,SQL","Python","Technology","Random Forests"
257,"Cloudera,Flume,Hadoop/Hive/Pig,Impala,Jupyter notebooks,Python,SQL,Tableau,TensorFlow","Python","Other","Bayesian Techniques,CNNs,Ensemble Methods,Random Forests,SVMs"
258,"Microsoft Excel Data Mining,R","R","Telecommunications","Decision Trees,Regression/Logistic Regression"
259,"Amazon Web services,Jupyter notebooks,Python,SQL,TensorFlow","Python","Technology","CNNs,Neural Networks"
260,"SQL","Python","Government","Other"
261,"Amazon Web services,C/C++,MATLAB/Octave,Python,Other","Python","Technology","CNNs,Neural Networks,Regression/Logistic Regression,SVMs"
262,"Amazon Web services,Python,R","R","Hospitality/Entertainment/Sports","Neural Networks,Regression/Logistic Regression"
263,"Amazon Web services,Jupyter notebooks,Microsoft Azure Machine Learning,Python,R,Spark / MLlib,SQL,Tableau,TensorFlow,Unix shell / awk","R","Financial","Decision Trees,Ensemble Methods,Gradient Boosted Machines"
264,"Java,Jupyter notebooks,Python,R,Spark / MLlib,TensorFlow,Other","Python","Technology","Decision Trees,Ensemble Methods,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
265,"Python","Python","Academic","Regression/Logistic Regression"
266,"Jupyter notebooks,Python,SQL,Tableau","Python","Other","Other"
267,"Jupyter notebooks,Microsoft R Server (Formerly Revolution Analytics),Microsoft SQL Server Data Mining,NoSQL,Python,R,SAS Base,SQL,TensorFlow","Python","Financial","Random Forests,Regression/Logistic Regression,SVMs"
268,"Flume,Google Cloud Compute,Java,Julia,Jupyter notebooks,Python,SQL,TensorFlow,Unix shell / awk","Python","Internet-based","Ensemble Methods,Neural Networks,Random Forests,Regression/Logistic Regression"
269,"Jupyter notebooks,Python,R,RapidMiner (free version),TensorFlow","Python","Academic","Decision Trees,GANs,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
270,"Hadoop/Hive/Pig,Python,R,SQL,Tableau","Python","Financial","Regression/Logistic Regression,SVMs"
271,"Amazon Web services,R","Python","Pharmaceutical","Bayesian Techniques,Ensemble Methods,Evolutionary Approaches,Regression/Logistic Regression"
272,"Microsoft Excel Data Mining,SQL,Other","SQL","Other",""
273,"C/C++,Hadoop/Hive/Pig,Jupyter notebooks,Mathematica,MATLAB/Octave,Python,R,Spark / MLlib,TensorFlow","Python","Academic","CNNs,Gradient Boosted Machines,Neural Networks,Random Forests,RNNs"
274,"C/C++,Jupyter notebooks,NoSQL,Python,R,SQL,TensorFlow,Unix shell / awk,Other","Python","Internet-based","CNNs,Gradient Boosted Machines,Neural Networks,RNNs,SVMs"
275,"","C/C++/C#","Other",""
276,"Microsoft R Server (Formerly Revolution Analytics),R,SAP BusinessObjects Predictive Analytics,Other","Python","Other","Regression/Logistic Regression"
277,"Hadoop/Hive/Pig,Jupyter notebooks,Python,Unix shell / awk","Python","Technology","Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
278,"R","R","Financial","Other"
279,"C/C++,Hadoop/Hive/Pig,Java,Python,SQL,TensorFlow","Matlab","Internet-based","CNNs,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Regression/Logistic Regression,RNNs,SVMs"
280,"C/C++","R","Academic","Regression/Logistic Regression,SVMs"
281,"Jupyter notebooks,Python,R,SQL,Unix shell / awk","Python","Technology","Regression/Logistic Regression"
282,"Java,R,SQL,Tableau","SQL","Financial",""
283,"Amazon Machine Learning,Julia,Jupyter notebooks,Python,R,RapidMiner (commercial version)","Python","Technology","CNNs,Decision Trees,Ensemble Methods,Neural Networks,RNNs,SVMs"
284,"KNIME (free version),NoSQL,Python,R,SQL","R","Financial","Decision Trees,Gradient Boosted Machines,Regression/Logistic Regression,SVMs"
285,"C/C++,Java,Jupyter notebooks,MATLAB/Octave,Perl,Python,TensorFlow,Other","Python","Manufacturing","Ensemble Methods,Random Forests,Regression/Logistic Regression"
286,"Python","Python","Academic","Decision Trees,Markov Logic Networks,Random Forests,Regression/Logistic Regression,SVMs"
287,"Amazon Web services,Google Cloud Compute,Unix shell / awk","Other","Military/Security","Decision Trees,Neural Networks,RNNs"
288,"Amazon Machine Learning,Amazon Web services,Microsoft Azure Machine Learning,Microsoft Excel Data Mining,Python,SQL,Tableau,Unix shell / awk","SQL","Technology","Regression/Logistic Regression"
289,"Python,R,SQL","R","Hospitality/Entertainment/Sports","Bayesian Techniques,Random Forests,Regression/Logistic Regression"
290,"DataRobot,Jupyter notebooks,Microsoft R Server (Formerly Revolution Analytics),R,SAS Enterprise Miner,SQL","Python","Financial","Decision Trees,Random Forests,Regression/Logistic Regression"
291,"R,SAP BusinessObjects Predictive Analytics,SQL","SQL","Retail","Regression/Logistic Regression"
292,"Amazon Web services,Google Cloud Compute,Hadoop/Hive/Pig,Jupyter notebooks,Microsoft Azure Machine Learning,NoSQL,Python,RapidMiner (free version),TensorFlow","Python","Mix of fields","Decision Trees,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
293,"Amazon Machine Learning,Amazon Web services,C/C++,Java,Jupyter notebooks,Microsoft Azure Machine Learning,Python,TensorFlow","Python","Technology","Neural Networks,Regression/Logistic Regression"
294,"Python,SQL,Tableau","Python","Government","Neural Networks"
295,"Orange,Python","Python","Telecommunications","Decision Trees"
296,"Amazon Web services,Google Cloud Compute,Hadoop/Hive/Pig,Jupyter notebooks,Python,TensorFlow,Unix shell / awk","Python","Internet-based","Bayesian Techniques,CNNs,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,RNNs,SVMs"
297,"R,SQL,Tableau","R","Internet-based","Decision Trees,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
298,"MATLAB/Octave,Microsoft Azure Machine Learning,Python,R,SQL","R","Manufacturing","Decision Trees,Random Forests,Regression/Logistic Regression,SVMs"
299,"Amazon Machine Learning,Amazon Web services,Cloudera,Flume,Google Cloud Compute,Hadoop/Hive/Pig,Impala,Python,Spark / MLlib,SQL,Unix shell / awk","Scala","Internet-based",""
300,"R","R","Internet-based",""
301,"Jupyter notebooks,Python,R,SQL,Tableau","Python","Government","Decision Trees,Random Forests,Regression/Logistic Regression"
302,"Amazon Web services,R,Spark / MLlib,SQL,Stan","R","Internet-based","Bayesian Techniques,Decision Trees,Ensemble Methods,Evolutionary Approaches,GANs,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression,SVMs,Other"
303,"Jupyter notebooks,Python,R,SQL","R","Technology",""
304,"Amazon Web services,Julia,Python,R,Spark / MLlib,SQL,Unix shell / awk","Python","Mix of fields","Decision Trees,Neural Networks,Random Forests,Regression/Logistic Regression"
305,"SQL,Tableau","SQL","Government","Decision Trees"
306,"MATLAB/Octave,Python,R,SAS Base,SAS JMP","R","Government","Decision Trees,Random Forests,Regression/Logistic Regression,SVMs"
307,"Amazon Web services,Hadoop/Hive/Pig,IBM SPSS Statistics,Python,R,Spark / MLlib,SQL,Tableau","SQL","Retail",""
308,"Amazon Web services,Google Cloud Compute,Jupyter notebooks,Python,R,Spark / MLlib,SQL,Other","Python","Internet-based","Ensemble Methods,Random Forests,Regression/Logistic Regression"
